Id,LotArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,GarageArea,SalePrice
694,5400,0,0,1,0,2,326,108480
695,6120,0,0,1,1,3,576,141500
696,13811,1,0,2,0,2,551,176000
697,6000,0,0,1,0,2,205,89000
698,6420,0,1,1,0,2,308,123500
699,8450,1,0,1,0,3,336,138500
700,4282,0,0,2,0,2,530,196000
701,14331,1,0,2,0,3,765,312500
702,9600,0,0,1,1,3,528,140000
703,12438,0,0,2,1,4,666,361919
704,7630,0,0,2,0,4,672,140000
705,8400,1,0,2,0,3,606,213000
706,5600,0,0,2,0,3,0,55000
707,115149,1,0,2,0,2,739,302000
708,6240,1,0,2,0,2,550,254000
709,9018,0,0,2,1,3,400,179540
710,7162,0,0,1,0,3,408,109900
711,4130,0,0,1,0,2,0,52000
712,8712,0,0,1,0,2,384,102776
713,4671,1,0,2,0,2,472,189000
714,9873,1,0,1,0,3,576,129000
715,13517,0,0,2,1,3,475,130500
716,10140,0,0,2,0,3,478,165000
717,10800,0,0,1,1,3,704,159500
718,10000,0,1,1,1,3,439,157000
719,10542,1,0,2,1,3,983,341000
720,9920,0,0,1,1,3,300,128500
721,6563,1,0,2,0,2,564,275000
722,4426,1,0,1,0,1,420,143000
723,8120,0,0,1,0,3,463,124500
724,8172,0,0,2,0,4,548,135000
725,13286,1,0,2,0,3,768,320000
726,6960,0,0,1,0,3,660,120500
727,21695,1,0,2,0,3,540,222000
728,7314,1,0,2,0,2,632,194500
729,11475,1,0,2,0,4,888,110000
730,6240,0,0,1,0,2,539,103000
731,5389,1,0,2,0,2,608,236500
732,9590,1,0,2,0,3,438,187500
733,11404,0,0,2,1,3,541,222500
734,10000,1,0,1,0,3,264,131400
735,8978,0,0,1,0,3,300,108000
736,10800,0,0,1,1,2,320,163000
737,8544,0,0,2,0,2,400,93500
738,10463,0,0,2,1,3,800,239900
739,10800,3,0,3,0,3,0,179000
740,9313,0,0,2,1,3,572,190000
741,9600,0,0,2,0,2,360,132000
742,6768,1,1,1,0,3,288,142000
743,8450,0,0,2,0,3,539,179000
744,12886,0,1,2,0,3,480,175000
745,5395,1,0,2,0,2,462,180000
746,8963,0,1,3,1,4,831,299800
747,8795,0,0,2,1,4,554,236000
748,11700,0,0,1,1,4,864,265979
749,10593,1,0,2,0,3,527,260400
750,8405,0,0,2,0,4,240,98000
751,8800,0,0,1,0,3,0,96500
752,7750,0,0,2,1,3,400,162000
753,9236,1,0,2,0,3,576,217000
754,10240,0,0,2,1,3,878,275500
755,7930,1,0,1,0,3,440,156000
756,3230,0,0,2,1,3,440,172500
757,10769,0,0,2,1,3,578,212000
758,11616,0,0,2,1,3,440,158900
759,2280,0,0,2,1,3,440,179400
760,12257,0,0,2,1,4,752,290000
761,9100,0,0,1,0,2,300,127500
762,6911,0,0,1,0,2,440,100000
763,8640,0,0,2,1,3,614,215200
764,9430,1,0,2,1,3,856,337000
765,9549,1,0,1,1,2,481,270000
766,14587,0,0,2,0,2,592,264132
767,10421,0,0,2,1,3,496,196500
768,12508,1,0,2,0,4,423,160000
769,9100,0,0,2,0,3,484,216837
770,53504,1,0,3,1,4,841,538000
771,7252,1,0,1,0,2,576,134900
772,8877,0,0,1,0,2,396,102000
773,7819,1,0,1,0,3,672,107000
774,10150,0,0,1,0,2,275,114500
775,14226,0,0,2,0,3,895,395000
776,4500,1,0,2,0,2,412,162000
777,11210,0,0,2,0,3,865,221500
778,13350,1,0,1,0,3,440,142500
779,8400,0,0,2,0,4,630,144000
780,10530,1,0,1,0,2,504,135000
781,7875,0,0,2,0,3,402,176000
782,7153,0,0,2,1,3,484,175900
783,16285,0,0,2,0,3,605,187100
784,9101,1,0,1,0,1,602,165500
785,6300,0,0,2,0,3,0,128000
786,9790,0,0,2,0,3,457,161500
787,10800,1,0,2,0,4,416,139000
788,10142,1,0,2,1,4,618,233000
789,6000,0,0,1,0,2,281,107900
790,12205,0,0,2,1,5,444,187500
791,3182,0,0,2,0,2,397,160200
792,11333,1,0,1,0,3,539,146800
793,9920,1,0,2,1,3,455,269790
794,9158,0,0,2,0,3,474,225000
795,10832,0,0,2,1,3,409,194500
796,8400,0,0,2,1,3,476,171000
797,8197,0,0,1,1,3,528,143500
798,7677,0,0,1,0,2,240,110000
799,13518,0,0,3,1,4,820,485000
800,7200,1,0,1,1,3,240,175000
801,12798,1,0,2,1,4,603,200000
802,4800,1,0,1,0,2,440,109900
803,8199,1,0,2,1,3,410,189000
804,13891,0,0,3,1,4,1020,582933
805,9000,0,0,1,0,2,286,118000
806,12274,0,0,2,0,3,554,227680
807,9750,0,0,2,0,3,384,135500
808,21384,2,0,1,1,3,528,223500
809,13400,1,0,1,0,3,484,159950
810,8100,0,0,2,0,2,360,106000
811,10140,1,0,1,1,3,484,181000
812,4438,1,0,1,0,1,420,144500
813,8712,0,0,1,0,2,504,55993
814,9750,0,0,1,1,4,301,157900
815,8248,0,1,1,1,3,280,116000
816,12137,0,0,2,0,3,598,224900
817,11425,0,0,1,0,2,275,137000
818,13265,1,0,2,0,3,857,271000
819,8816,1,0,1,0,3,440,155000
820,6371,1,0,2,0,2,484,224000
821,7226,0,0,2,1,3,595,183000
822,6000,0,0,1,0,2,576,93000
823,12394,0,0,2,1,3,433,225000
824,9900,0,0,2,0,3,240,139500
825,11216,0,0,2,0,3,776,232600
826,14803,1,0,2,0,2,1220,385000
827,6130,1,0,1,0,2,0,109500
828,8529,0,0,2,0,3,527,189000
829,28698,0,1,2,1,3,538,185000
830,2544,0,0,2,1,2,480,147400
831,11900,1,0,1,1,3,458,166000
832,3180,0,0,2,1,2,480,151000
833,9548,1,0,2,1,3,613,237000
834,10004,0,0,1,1,3,472,167000
835,7875,1,0,1,0,3,456,139950
836,9600,0,0,2,0,2,436,128000
837,8100,1,0,1,0,2,812,153500
838,1680,1,0,1,1,2,264,100000
839,9525,0,0,1,1,3,352,144000
840,11767,0,0,1,0,3,240,130500
841,12155,0,0,2,0,4,400,140000
842,10440,0,0,2,0,3,686,157500
843,9020,1,0,1,1,3,490,174900
844,8000,0,0,2,0,6,0,141000
845,12665,0,0,1,1,4,720,153900
846,16647,1,0,2,0,3,611,171000
847,9317,1,0,2,1,3,425,213000
848,15523,1,0,1,0,3,338,133500
849,45600,0,0,3,0,5,360,240000
850,9600,0,0,2,1,3,512,187000
851,4435,1,0,1,0,1,420,131500
852,3196,0,0,2,0,2,400,215000
853,7128,0,0,2,0,4,240,164000
854,12095,0,0,1,1,3,645,158000
855,17920,1,0,1,1,3,454,170000
856,6897,1,0,1,1,3,260,127000
857,10970,1,0,1,0,3,576,147000
858,8125,0,0,2,1,3,343,174000
859,10400,0,0,2,0,3,479,152000
860,11029,1,0,2,1,4,619,250000
861,7642,0,0,1,1,3,216,189950
862,11625,1,0,1,1,3,504,131500
863,9672,0,0,2,0,3,480,152000
864,7931,1,0,1,0,3,672,132500
865,8640,0,0,2,0,3,529,250580
866,8750,1,0,1,0,3,902,148500
867,10656,0,0,2,0,3,870,248900
868,6970,1,0,1,1,3,544,129000
869,14762,0,0,2,0,2,672,169000
870,9938,1,0,2,1,3,574,236000
871,6600,0,0,1,0,2,308,109500
872,8750,0,0,2,1,3,523,200500
873,8892,0,0,1,0,3,414,116000
874,12144,0,0,1,0,3,288,133000
875,5720,0,0,1,1,3,200,66500
876,9000,0,0,2,1,4,550,303477
877,25286,1,0,1,0,3,648,132250
878,8834,1,0,2,1,4,738,350000
879,11782,1,0,1,0,3,576,148000
880,7000,1,0,1,0,3,336,136500
881,7024,1,0,1,1,2,450,157000
882,13758,0,0,2,1,3,400,187500
883,9636,0,0,2,1,3,389,178000
884,6204,1,0,1,0,5,440,118500
885,7150,0,0,1,0,3,288,100000
886,5119,1,0,2,0,2,506,328900
887,8393,0,0,2,0,4,588,145000
888,16466,0,0,1,1,3,300,135500
889,15865,1,0,2,0,4,621,268000
890,12160,1,0,1,0,2,505,149500
891,8064,0,0,1,0,3,576,122900
892,11184,0,0,2,1,3,440,172500
893,8414,0,1,1,0,3,264,154500
894,13284,1,0,1,0,3,354,165000
895,7018,0,0,2,0,4,400,118858
896,7056,1,0,1,1,4,483,140000
897,8765,0,0,1,0,2,327,106500
898,7018,0,0,2,0,6,528,142953
899,12919,1,0,2,1,2,820,611657
900,6993,0,0,1,0,3,288,135000
901,7340,0,0,1,0,2,684,110000
902,8712,1,0,1,0,2,756,153000
903,7875,0,0,2,1,3,393,180000
904,14859,0,0,2,0,3,690,240000
905,6173,0,0,1,0,3,288,125500
906,9920,1,0,1,0,3,280,128000
907,13501,1,0,2,0,3,865,255000
908,11500,0,0,1,1,3,180,250000
909,8885,1,0,1,0,2,484,131000
910,12589,0,0,2,1,3,390,174000
911,11600,0,0,2,0,5,480,154300
912,9286,0,0,1,1,3,252,143500
913,6120,0,0,1,0,3,450,88000
914,6270,0,0,2,0,4,871,145000
915,3000,0,0,2,1,2,528,173733
916,2001,0,0,1,1,3,286,75000
917,9000,1,0,0,0,1,308,35311
918,17140,0,0,1,0,3,284,135000
919,13125,1,0,2,1,4,833,238000
920,11029,1,0,1,0,3,601,176500
921,8462,0,1,2,1,3,471,201000
922,8777,2,0,2,2,4,0,145900
923,10237,0,0,2,0,3,397,169990
924,8012,1,0,2,0,2,533,193000
925,10240,1,0,2,0,3,612,207500
926,15611,0,1,2,0,3,540,175000
927,11999,0,0,2,1,4,656,285000
928,9900,0,0,2,1,4,486,176000
929,11838,0,0,2,0,3,522,236500
930,13006,0,0,2,1,4,642,222000
931,8925,0,0,2,0,3,610,201000
932,9100,0,1,1,0,2,429,117500
933,11670,0,0,2,0,3,788,320000
934,8487,0,0,2,0,3,570,190000
935,27650,1,0,2,0,4,505,242000
936,5825,0,0,1,0,1,528,79900
937,10083,1,0,2,0,2,555,184900
938,9675,0,0,2,1,3,689,253000
939,8760,0,0,2,1,3,868,239799
940,24090,0,0,2,0,4,349,244400
941,12640,0,0,2,0,4,574,150900
942,8755,1,0,2,1,3,390,214000
943,7711,2,0,2,0,4,0,150000
944,25000,0,0,2,0,4,576,143000
945,14375,0,1,1,0,3,525,137500
946,8820,0,0,1,0,2,456,124900
947,8163,1,0,1,0,3,796,143000
948,14536,1,0,2,0,3,808,270000
949,14006,0,0,2,1,3,474,192500
950,9360,1,0,1,1,3,676,197500
951,7200,1,0,1,0,3,720,129000
952,7800,1,0,1,0,3,300,119900
953,7200,0,1,1,0,2,396,133900
954,11075,0,1,2,1,4,530,172000
955,9400,0,2,2,0,4,0,127500
956,7136,0,0,2,0,4,492,145000
957,1300,0,0,1,1,2,462,124000
958,7420,0,0,1,0,3,576,132000
959,8450,1,0,2,0,3,531,185000
960,2572,1,0,2,1,3,484,155000
961,7207,1,0,1,0,2,0,116500
962,12227,1,0,2,1,4,619,272000
963,2308,1,0,2,1,3,440,155000
964,11923,0,0,2,0,2,702,239000
965,11316,1,0,2,1,4,510,214900
966,10237,0,0,2,1,3,393,178900
967,9600,1,0,1,1,2,256,160000
968,7390,1,0,1,0,3,260,135000
969,5925,0,0,1,0,2,0,37900
970,10382,1,0,1,0,2,264,140000
971,10800,0,0,1,1,4,0,135000
972,2268,0,0,2,0,2,474,173000
973,7892,0,0,2,0,2,264,99500
974,11639,0,0,2,0,3,480,182000
975,11414,0,0,1,0,3,532,167500
976,2651,1,0,2,1,3,490,165000
977,5900,0,0,1,0,2,0,85500
978,4274,1,0,1,1,1,569,199900
979,9450,0,0,1,0,3,400,110000
980,8816,1,0,1,0,3,480,139000
981,12122,1,0,1,0,3,588,178400
982,12203,1,0,2,1,4,676,336000
983,3182,0,0,2,0,2,388,159895
984,11250,0,0,2,1,4,779,255900
985,10125,0,0,2,0,4,539,126000
986,10880,1,0,1,0,3,240,125000
987,5310,0,0,1,0,2,255,117000
988,10159,1,0,2,1,3,606,395192
989,12046,0,0,2,1,4,551,195000
990,8125,0,0,2,1,3,614,197000
991,9452,1,0,2,1,3,870,348000
992,17671,0,0,1,1,4,424,168000
993,9760,0,0,2,1,3,440,187000
994,8846,0,0,2,1,3,564,173900
995,12456,1,0,2,0,3,786,337500
996,4712,1,0,1,1,3,305,121600
997,10659,1,0,1,0,3,368,136500
998,11717,0,0,2,0,2,615,185000
999,9786,0,0,1,0,3,210,91000
1000,6762,1,0,2,0,2,632,206000
1001,10206,0,0,1,0,2,528,82000
1002,5400,0,0,1,0,2,216,86000
1003,11957,0,0,2,0,3,824,232000
1004,11500,0,0,2,0,4,528,136905
1005,3182,0,0,2,0,1,457,181000
1006,8385,0,0,2,0,3,328,149900
1007,12155,0,1,2,0,3,484,163500
1008,2217,0,0,1,1,3,286,88000
1009,12118,0,0,2,0,3,550,240000
1010,6000,0,0,2,0,4,0,102000
1011,21286,0,0,2,0,4,312,135000
1012,9825,0,0,2,0,4,0,100000
1013,10592,0,0,1,1,3,180,165000
1014,7200,1,0,1,0,2,280,85000
1015,11664,0,0,1,0,2,240,119200
1016,8400,1,0,2,1,3,528,227000
1017,11883,1,0,2,0,3,478,203000
1018,5814,1,0,1,0,1,565,187500
1019,10784,0,0,2,1,3,402,160000
1020,3013,0,0,2,0,2,440,213490
1021,7024,1,0,1,1,2,451,176000
1022,7406,1,0,2,0,2,632,194000
1023,9439,0,0,1,0,2,160,87000
1024,3182,0,0,2,0,2,437,191000
1025,15498,1,0,2,0,2,665,287000
1026,7700,1,0,1,0,3,461,112500
1027,9300,1,0,1,0,3,461,167500
1028,9520,1,0,2,0,3,800,293077
1029,9492,1,0,1,0,3,240,105000
1030,1680,0,1,1,1,3,264,118000
1031,7082,0,0,2,0,5,0,160000
1032,15863,1,0,2,1,5,672,197000
1033,14541,1,0,2,1,5,796,310000
1034,8125,1,0,2,0,3,900,230000
1035,6305,0,0,1,0,2,240,119750
1036,11500,0,0,1,0,3,290,84000
1037,12898,1,0,2,0,2,912,315500
1038,9240,0,0,2,1,3,905,287000
1039,1533,0,0,1,1,3,0,97000
1040,1477,1,0,1,0,1,286,80000
1041,13125,1,0,2,0,3,484,155000
1042,9130,0,1,1,1,4,484,173000
1043,5381,1,0,2,0,1,624,196000
1044,11839,1,0,2,1,4,514,262280
1045,9600,1,0,2,1,4,542,278000
1046,13680,0,0,2,0,4,452,139600
1047,16056,0,0,3,1,4,716,556581
1048,9245,0,1,1,0,3,672,145000
1049,21750,0,0,1,0,3,336,115000
1050,11100,0,0,1,0,2,308,84900
1051,8993,0,0,2,0,3,436,176485
1052,11175,0,0,2,0,3,440,200141
1053,9500,0,1,1,1,4,540,165000
1054,8562,0,0,1,0,4,364,144500
1055,11367,1,0,2,1,3,586,255000
1056,11361,0,1,2,0,3,478,180000
1057,7052,1,0,2,0,2,484,185850
1058,29959,0,0,2,1,3,467,248000
1059,11308,1,0,2,1,3,836,335000
1060,11275,0,0,1,1,3,432,220000
1061,4920,1,0,2,0,2,582,213500
1062,18000,0,0,1,0,2,1248,81000
1063,13600,0,0,2,0,5,560,90000
1064,6000,0,0,1,0,2,440,110500
1065,11000,0,0,1,1,3,480,154000
1066,14000,1,0,2,1,3,533,328000
1067,7837,0,0,2,1,3,380,178000
1068,9760,1,0,1,1,4,442,167900
1069,3964,1,0,2,1,5,576,151400
1070,9600,0,1,1,0,2,576,135000
1071,10152,1,0,1,0,3,286,135000
1072,11700,0,0,1,1,4,441,154000
1073,7585,1,1,1,0,4,280,91500
1074,7950,0,0,1,1,3,440,159500
1075,8556,0,0,2,0,2,826,194000
1076,13125,0,0,1,1,3,240,219500
1077,10800,0,1,2,0,3,566,170000
1078,15870,1,0,1,0,3,299,138800
1079,4435,1,0,1,0,1,420,155900
1080,8775,0,0,1,0,3,299,126000
1081,11040,0,1,2,0,3,528,145000
1082,7500,1,0,1,1,3,308,133000
1083,8749,0,0,2,0,3,527,192000
1084,8800,1,0,1,0,3,461,160000
1085,13031,0,0,2,1,3,409,187500
1086,9069,1,0,1,0,2,564,147000
1087,1974,0,0,1,1,3,286,83500
1088,10574,0,0,2,1,3,1043,252000
1089,2522,0,0,2,0,3,380,137500
1090,3316,1,0,1,1,1,550,197000
1091,8544,0,0,2,0,2,400,92900
1092,2160,1,0,2,1,2,462,160000
1093,8400,0,0,2,0,4,576,136500
1094,9230,1,0,1,1,1,884,146000
1095,5868,1,0,1,0,2,308,129000
1096,9317,0,0,2,0,3,440,176432
1097,6882,0,0,1,1,3,0,127000
1098,3696,0,0,1,1,2,461,170000
1099,6000,0,0,1,0,3,240,128000
1100,11880,0,0,2,0,3,478,157000
1101,8400,0,0,1,0,1,246,60000
1102,9758,0,0,1,0,3,280,119500
1103,7000,0,0,1,0,2,254,135000
1104,8910,0,1,1,0,3,539,159500
1105,2016,0,0,2,1,3,440,106000
1106,12256,1,0,2,1,3,712,325000
1107,10357,1,0,2,0,3,719,179900
1108,23257,0,0,2,1,3,422,274725
1109,8063,0,0,2,1,3,463,181000
1110,11362,1,0,2,0,3,862,280000
1111,8000,1,0,2,1,3,431,188000
1112,10480,0,0,2,1,4,483,205000
1113,7100,1,0,1,0,2,308,129900
1114,8923,1,0,1,0,2,240,134500
1115,5400,0,0,1,0,2,326,117000
1116,12085,1,0,2,0,3,928,318000
1117,7750,1,0,2,1,3,527,184100
1118,9764,1,0,1,0,3,450,130000
1119,13825,0,1,1,0,3,300,140000
1120,7560,0,0,1,0,3,286,133700
1121,8263,0,0,1,0,2,308,118400
1122,10084,0,0,2,0,3,782,212900
1123,8926,0,0,1,0,3,288,112000
1124,9405,0,1,1,0,2,0,118000
1125,9125,0,0,2,1,3,392,163900
1126,10434,0,0,1,0,2,672,115000
1127,3684,0,0,2,0,2,660,174000
1128,14572,1,0,2,0,3,630,259000
1129,11796,0,0,2,1,4,434,215000
1130,7200,1,0,1,0,2,672,140000
1131,7804,1,0,2,0,4,576,135000
1132,10712,0,0,1,0,3,0,93500
1133,9900,0,0,2,0,5,205,117500
1134,9828,0,0,2,1,3,466,239500
1135,8773,0,0,2,1,3,460,169000
1136,6180,0,0,1,0,2,180,102000
1137,9600,0,0,1,0,3,288,119000
1138,6342,0,0,1,0,2,0,94000
1139,9819,1,0,2,0,2,714,196000
1140,8731,0,0,1,0,3,495,144000
1141,7350,1,0,1,0,2,840,139000
1142,10304,1,0,2,1,4,484,197500
1143,9965,1,0,3,0,4,1052,424870
1144,9000,0,0,1,0,3,0,80000
1145,12180,1,0,1,0,2,280,80000
1146,6240,0,0,1,0,3,225,149000
1147,11200,1,0,2,0,3,403,180000
1148,12000,0,0,1,1,3,234,174500
1149,5700,0,0,1,0,2,288,116900
1150,9000,0,1,1,0,3,324,143000
1151,8280,0,0,1,0,2,306,124000
1152,17755,0,0,1,1,3,528,149900
1153,14115,0,0,1,0,2,470,230000
1154,5890,0,0,1,0,2,432,120500
1155,13700,0,0,1,2,4,492,201800
1156,10768,1,0,2,0,3,528,218000
1157,9350,0,1,2,0,3,502,179900
1158,5001,1,0,2,0,2,626,230000
1159,11932,0,0,2,0,3,830,235128
1160,9120,0,0,2,1,4,540,185000
1161,2280,0,0,2,1,3,440,146000
1162,14778,1,0,1,0,3,924,224000
1163,8724,0,0,1,0,3,450,129000
1164,12900,2,0,0,2,0,400,108959
1165,16157,1,0,1,1,2,588,194000
1166,9541,0,0,2,0,3,644,233170
1167,10475,0,0,2,0,3,776,245350
1168,10852,1,0,2,1,3,472,173000
1169,13728,0,0,2,0,4,540,235000
1170,35760,1,0,3,1,4,807,625000
1171,9880,1,0,1,0,3,358,171000
1172,9120,1,0,1,0,3,433,163000
1173,4017,0,0,2,1,2,625,171900
1174,18030,0,0,3,0,3,0,200500
1175,16560,0,0,2,1,4,360,239000
1176,10678,0,0,2,1,4,541,285000
1177,6951,1,0,1,0,3,264,119500
1178,3950,0,0,1,0,3,210,115000
1179,7681,0,0,1,1,3,186,154900
1180,8335,0,0,1,0,3,0,93000
1181,11170,0,0,2,1,4,693,250000
1182,5587,1,1,2,0,2,482,392500
1183,15623,1,0,3,1,4,813,745000
1184,10800,1,0,1,0,2,720,120000
1185,35133,1,0,1,1,3,995,186700
1186,9738,1,0,1,0,4,392,104900
1187,10615,1,0,2,0,3,420,95000
1188,12461,1,0,2,0,2,757,262000
1189,8935,0,0,2,1,3,493,195000
1190,7500,0,0,2,1,3,442,189000
1191,32463,1,0,1,0,3,1356,168000
1192,2645,0,0,2,1,2,492,174000
1193,9600,0,0,1,0,3,250,125000
1194,4500,1,0,2,0,2,402,165000
1195,9364,0,0,1,1,4,299,158000
1196,8029,0,0,2,1,3,400,176000
1197,14054,0,0,2,1,4,660,219210
1198,8850,0,0,1,0,3,225,144000
1199,9100,0,0,2,0,3,573,178000
1200,11235,0,0,1,1,3,459,148000
1201,9353,0,0,1,0,3,280,116050
1202,10400,0,0,2,1,3,546,197900
1203,6000,1,0,1,0,3,216,117000
1204,9750,0,0,2,0,3,451,213000
1205,10140,1,0,1,1,3,495,153500
1206,14684,0,0,2,0,3,701,271900
1207,8900,1,0,1,0,2,384,107000
1208,9135,1,0,2,0,3,544,200000
1209,7763,1,0,1,0,3,506,140000
1210,10182,1,0,2,0,3,500,290000
1211,11218,0,0,2,1,3,462,189000
1212,12134,0,0,2,0,4,492,164000
1213,9340,1,0,1,0,2,234,113000
1214,10246,1,1,0,0,0,364,145000
1215,10205,1,0,1,0,3,300,134500
1216,7094,0,0,1,0,3,384,125000
1217,8930,0,0,2,0,4,539,112000
1218,8640,1,0,2,0,3,552,229456
1219,6240,0,0,1,0,2,0,80500
1220,1680,0,0,1,1,3,0,91500
1221,7800,0,0,1,0,2,288,115000
1222,8250,0,0,1,0,3,322,134000
1223,10496,0,0,2,0,3,315,143000
1224,10680,0,0,2,0,4,528,137900
1225,15384,1,0,2,1,3,388,184000
1226,10482,0,1,1,0,3,264,145000
1227,14598,0,0,2,1,4,668,214000
1228,8872,1,0,1,0,2,576,147000
1229,8769,1,0,1,1,1,1052,367294
1230,7910,0,0,2,0,4,404,127000
1231,18890,0,0,2,2,4,600,190000
1232,7728,1,0,1,0,3,540,132500
1233,9842,0,0,2,0,2,462,101800
1234,12160,1,0,1,0,3,531,142000
1235,8525,0,0,1,1,4,0,130000
1236,13132,0,0,1,1,4,180,138887
1237,2628,0,0,2,1,2,474,175500
1238,12393,0,0,2,1,4,434,195000
1239,13072,0,0,1,1,3,484,142500
1240,9037,0,0,2,0,2,472,265900
1241,8158,1,0,2,1,3,543,224900
1242,9849,0,0,2,0,3,954,248328
1243,10625,1,0,2,0,3,528,170000
1244,13891,1,0,2,1,2,850,465000
1245,11435,0,0,1,0,3,400,230000
1246,12090,0,0,3,1,3,477,178000
1247,8125,0,0,2,1,3,615,186500
1248,12328,1,0,1,0,3,888,169900
1249,9600,0,0,1,1,3,396,129500
1250,7200,0,0,1,0,3,276,119000
1251,11160,1,0,2,1,3,522,244000
1252,3136,0,0,2,0,2,478,171750
1253,9858,1,0,1,0,3,288,130000
1254,17542,1,0,2,1,3,518,294000
1255,6931,0,0,2,1,3,397,165400
1256,6240,0,0,1,0,3,560,127500
1257,14303,1,0,2,0,2,691,301500
1258,4060,0,0,1,0,2,0,99900
1259,9587,1,0,2,0,2,400,190000
1260,9750,1,0,1,1,3,460,151000
1261,24682,0,0,2,1,3,502,181000
1262,9600,0,0,1,0,2,338,128900
1263,11250,1,0,1,0,5,304,161500
1264,13515,0,0,1,0,3,520,180500
1265,4060,1,0,2,0,2,511,181000
1266,3735,1,0,2,1,3,506,183900
1267,10120,0,0,1,1,4,308,122000
1268,13214,0,0,2,0,3,746,378500
1269,14100,0,0,3,1,4,1014,381000
1270,11344,0,0,1,1,3,315,144000
1271,23595,2,0,0,1,0,586,260000
1272,9156,0,0,2,0,3,462,185750
1273,13526,1,0,1,0,3,288,137000
1274,11512,1,0,1,0,2,312,177000
1275,5362,0,0,2,0,3,552,139000
1276,11345,0,0,2,0,4,400,137000
1277,12936,0,1,1,1,3,497,162000
1278,17871,1,0,1,1,3,480,197900
1279,9473,1,0,2,1,3,577,237000
1280,7500,0,0,1,0,2,528,68400
1281,9808,1,0,2,0,3,544,227000
1282,8049,1,0,2,0,2,484,180000
1283,8800,0,0,2,0,3,484,150500
1284,9400,0,0,2,2,4,0,139000
1285,9638,0,0,2,0,4,336,169000
1286,6000,0,0,1,0,4,280,132500
1287,9790,1,0,1,1,3,528,143000
1288,36500,0,1,2,0,4,390,190000
1289,5664,1,0,2,0,2,499,278000
1290,11065,0,0,2,1,3,753,281000
1291,14112,1,0,1,0,3,484,180500
1292,1680,0,0,2,1,3,264,119500
1293,6600,0,0,2,0,4,432,107500
1294,10140,0,0,2,1,4,528,162900
1295,8172,1,0,1,0,2,572,115000
1296,8400,1,0,1,1,3,288,138500
1297,8700,1,0,2,0,3,525,155000
1298,3675,1,0,2,0,2,525,140000
1299,63887,2,0,2,1,3,1418,160000
1300,7500,1,0,1,1,3,305,154000
1301,10762,0,0,2,1,3,490,225000
1302,7500,0,0,1,0,3,213,177500
1303,10120,1,0,2,1,4,844,290000
1304,8688,0,0,2,0,3,834,232000
1305,3363,0,0,2,0,3,380,130000
1306,13173,1,0,2,0,2,840,325000
1307,6955,0,0,2,0,2,474,202500
1308,8072,1,0,1,0,3,480,138000
1309,12000,1,0,1,0,2,528,147000
1310,7153,1,0,2,0,3,496,179200
1311,17500,1,0,2,0,3,567,335000
1312,8814,1,0,2,0,3,508,203000
1313,9572,0,0,2,1,4,750,302000
1314,14774,0,0,2,1,4,779,333168
1315,8190,1,0,1,0,3,280,119000
1316,11075,0,0,2,1,4,576,206900
1317,10226,1,0,2,0,3,860,295493
1318,4230,0,0,2,0,2,466,208900
1319,14781,0,0,2,0,3,748,275000
1320,10215,0,0,1,0,3,248,111000
1321,8400,1,0,1,1,3,442,156500
1322,6627,0,0,1,0,2,287,72500
1323,10186,1,0,2,1,3,564,190000
1324,5330,0,0,1,0,2,0,82500
1325,9986,0,0,2,0,2,895,147000
1326,3636,0,0,1,0,2,0,55000
1327,4270,0,0,1,0,3,0,79000
1328,6600,0,1,1,0,3,264,130500
1329,10440,0,0,2,0,5,520,256000
1330,9084,0,0,2,1,3,462,176500
1331,10000,0,0,2,0,3,825,227000
1332,10780,0,0,1,0,3,576,132500
1333,8877,1,0,1,0,2,288,100000
1334,7200,0,0,1,1,2,297,125500
1335,2368,0,0,1,1,3,440,125000
1336,9650,0,1,2,0,2,630,167900
1337,9246,0,0,2,0,4,506,135000
1338,4118,0,0,1,0,2,0,52500
1339,13450,1,0,2,1,3,492,200000
1340,9560,0,0,1,0,3,288,128500
1341,8294,0,0,1,0,3,480,123000
1342,13695,1,0,1,0,3,576,155000
1343,9375,0,0,2,1,3,647,228500
1344,7558,0,0,1,1,3,342,177000
1345,11103,0,0,2,1,3,440,155835
1346,6000,0,0,1,0,2,308,108500
1347,20781,0,0,2,0,3,508,262500
1348,15306,1,0,2,0,3,712,283463
1349,16196,1,0,2,0,3,514,215000
1350,5250,0,0,2,0,4,0,122000
1351,11643,1,1,2,2,6,968,200000
1352,9247,0,0,1,1,4,490,171000
1353,6000,0,0,1,0,2,624,134900
1354,14720,1,0,2,1,4,666,410000
1355,10316,1,0,2,1,3,839,235000
1356,10192,0,0,3,0,4,487,170000
1357,9477,0,0,1,0,3,264,110000
1358,12537,1,0,1,1,3,500,149900
1359,2117,0,0,2,1,3,440,177500
1360,16737,1,0,2,0,3,770,315000
1361,9842,0,0,3,1,4,621,189000
1362,16158,1,0,2,0,3,430,260000
1363,12513,0,0,2,0,4,368,104900
1364,8499,0,0,2,1,3,432,156932
1365,3180,0,0,2,1,2,480,144152
1366,7500,1,0,2,1,3,663,216000
1367,9179,1,0,2,1,3,588,193000
1368,2665,0,0,2,0,4,336,127000
1369,4435,1,0,1,0,1,420,144000
1370,10635,1,0,2,0,3,502,232000
